"laufkont","laufzeit","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb","kredit"
4,39,2,1,8588,2,5,4,3,1,2,3,45,3,2,1,4,2,2,2,1
1,24,2,3,1603,1,5,4,2,1,4,3,55,3,2,1,3,2,1,2,1
4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,2,1,2,1
4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,1,1,2,1
4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,2,1,2,1
4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,2,2,2,1
4,18,2,9,1568,2,3,3,2,1,4,2,24,3,1,1,2,2,1,2,1
4,24,2,1,3488,2,4,3,2,1,4,3,23,3,2,1,3,2,1,2,1
4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,2,2,2,1
1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,2,1,2,1
4,15,2,2,2708,1,2,2,3,1,3,2,27,1,2,2,2,2,1,2,1
4,11,4,0,1393,1,2,4,2,1,4,3,35,3,2,2,4,2,1,2,1
3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,2,1,2,1
4,12,2,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,1,1,2,1
4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,2,1,2,1
4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,2,2,2,1
2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,2,1,2,1
1,24,2,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,2,1,2,1
3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,2,1,2,1
4,12,2,1,4675,5,2,1,2,1,4,3,20,3,1,1,3,2,1,2,1
1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,2,1,2,1
4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,2,2,2,1
4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,2,1,2,1
4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,2,1,2,1
4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,1,1,2,1
4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,2,1,2,1
4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,2,1,2,1
3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,2,1,2,1
1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,2,2,2,1
4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,2,1,2,1
1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,1,2,2,1
4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,2,2,2,1
1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,2,1,1,1
4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,2,2,2,1
4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,2,1,2,1
4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,2,2,2,1
1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,1,1,1,1
4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,1,2,2,1
4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,1,1,1,1
4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,2,2,2,1
4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,2,1,2,1
4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,1,2,2,1
4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,1,2,2,1
4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,2,2,2,1
4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,2,1,2,1
1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,2,1,2,1
4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,2,1,2,1
1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,2,1,2,1
1,24,2,9,6568,1,3,2,4,1,2,3,21,2,2,1,2,2,1,2,1
2,24,4,1,7758,4,5,2,2,1,4,4,29,3,1,1,3,2,1,2,1
1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,2,1,2,0
1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,2,1,2,1
2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,2,1,2,0
2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,2,1,2,1
4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,2,1,2,1
2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,2,1,2,1
4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,2,2,2,1
4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,2,1,2,1
2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,2,2,2,1
2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,2,2,2,0
4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,1,1,2,0
4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,2,1,2,1
4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,2,1,2,1
4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,2,1,2,1
4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,2,1,2,1
4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,2,2,2,1
2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,2,1,2,1
2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,2,2,2,1
2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,2,2,2,1
2,60,3,3,7418,5,3,1,3,1,1,1,27,3,2,1,2,2,1,2,1
2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,2,1,2,1
4,15,2,1,3812,2,2,1,2,1,4,3,23,3,2,1,3,2,2,2,1
1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,2,1,2,0
4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,2,1,2,1
4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,2,1,2,1
4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,2,1,2,1
2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,2,2,2,1
4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,2,1,2,1
2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,2,2,1,1
1,18,0,9,3104,1,4,3,3,1,1,2,31,1,2,1,3,2,2,2,1
4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,2,1,2,1
4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,2,1,2,1
4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,2,1,2,1
4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,1,1,2,1
4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,2,2,2,1
4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,2,1,2,1
1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,2,2,2,1
4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,2,2,2,0
4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,2,2,2,0
4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,2,2,2,0
1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,2,1,2,1
2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,2,1,2,1
4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,2,1,2,1
4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,1,2,2,1
3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,2,2,2,1
1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,2,1,2,1
4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,1,1,2,1
2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,2,1,2,0
2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,2,1,2,1
2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,2,2,2,1
2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,2,1,2,1
2,12,2,0,1007,4,3,4,4,1,1,1,22,3,2,1,3,2,1,2,1
4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,2,2,2,1
3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,2,2,2,1
3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,2,2,2,1
4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,2,1,2,1
2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,1,2,2,1
4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,2,1,2,1
4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,2,2,2,1
4,36,2,6,9055,5,3,2,3,1,4,4,35,3,3,1,2,1,2,2,1
2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,2,2,2,1
1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,2,1,2,0
4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,2,1,2,0
2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,2,1,2,1
1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,1,2,2,1
1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,2,1,2,1
1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,2,1,2,1
1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,1,1,2,1
4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,2,1,2,1
1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,2,1,2,1
2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,2,1,2,1
1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,2,1,2,1
1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,2,2,2,1
1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,1,2,2,1
1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,2,1,2,0
4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,2,2,2,1
4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,2,2,2,1
1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,2,1,2,1
1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,2,1,2,0
1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,2,1,2,1
4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,2,1,2,1
2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,2,1,2,1
2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,2,1,2,1
2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,2,1,2,1
2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,2,1,2,1
2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,2,1,2,1
2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,2,1,2,1
2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,2,1,1,1
2,8,2,3,1414,1,3,4,3,3,2,1,33,3,2,1,3,2,1,1,1
2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,2,1,2,1
2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,1,1,2,1
1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,2,1,2,1
2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,2,1,2,1
2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,2,1,2,1
2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,1,1,2,1
2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,2,1,2,1
1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,2,1,2,1
2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,2,2,2,1
2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,2,2,2,1
2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,2,1,2,1
2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,2,2,2,1
2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,2,1,2,1
2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,2,1,2,1
1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,2,1,2,1
4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,2,1,2,1
4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,2,1,2,1
1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,2,1,2,1
4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,2,1,2,1
2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,2,1,2,0
4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,2,1,2,1
4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,2,2,2,1
2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,2,1,2,1
2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,2,2,2,1
4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,1,2,2,1
1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,2,1,2,0
2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,2,2,2,1
1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,2,1,2,0
1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,2,1,2,0
4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,2,1,2,0
2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,2,1,2,0
4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,2,1,2,0
2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,2,1,2,0
1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,2,2,2,0
1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,2,2,2,0
4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,2,2,2,0
2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,2,1,2,0
3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,2,1,2,0
3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,2,1,2,0
1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,2,1,2,0
2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,2,1,2,0
2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,2,1,2,0
1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,2,2,2,0
2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,2,2,2,0
1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,2,1,2,0
2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,2,1,2,0
2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,1,2,0
2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,2,1,2,0
2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,2,2,2,0
4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,2,2,2,0
4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,2,1,2,0
4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,1,1,2,0
4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,1,2,2,0
4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,2,1,2,0
2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,2,1,2,0
2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,1,2,2,0
2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,1,2,2,0
3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,1,1,2,0
1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,1,1,2,0
2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,2,1,2,0
2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,2,1,2,0
4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,2,2,2,0
4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,2,1,2,0
4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,2,1,2,0
1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,2,1,2,0
1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,2,2,2,0
2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,2,2,2,0
1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,2,2,2,0
2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,2,2,2,0
2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,2,2,2,0
4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,1,1,2,0
1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,1,1,2,0
1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,2,1,2,0
1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,2,1,2,0
1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,2,1,2,0
1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,2,1,2,0
2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,2,1,2,0
1,21,3,6,3414,1,2,2,3,1,1,2,26,2,2,2,3,2,1,2,0
1,48,2,1,10297,1,4,4,3,1,4,4,39,3,3,3,3,1,2,2,0
2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,2,1,2,0
2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,2,2,2,0
1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,2,1,2,0
1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,1,1,2,0
2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,2,1,2,0
4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,2,1,2,0
2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,2,2,2,0
1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,2,2,2,0
2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,2,2,2,0
2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,2,2,2,0
1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,2,1,2,0
2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,2,2,2,0
1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,1,1,2,0
