"laufkont","laufzeit","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb","kredit"
1,0.08928571428571427,1,0,0.052237161119682615,0,0.5,0.6666666666666667,0.6666666666666667,0,0,0,0.19642857142857145,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.14285714285714285,1,0.30000000000000004,0.1132356182499449,1,1,0,0.6666666666666667,0.5,1,0,0.5357142857142858,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.5,0.1,0.33265373594886494,1,1,0.6666666666666667,0.6666666666666667,0,1,0.6666666666666667,0.39285714285714285,1,0.5,0,1,0,1,1,1
0,0.14285714285714285,1,0.30000000000000004,0.006006171478950849,0,0.75,1,0.3333333333333333,0,0.6666666666666667,0,0.6964285714285714,1,0.5,1,0.3333333333333333,1,1,1,1
1,0.3035714285714286,0.5,0.30000000000000004,0.15891558298435088,1,1,1,0.6666666666666667,0,0.6666666666666667,0.3333333333333333,0.39285714285714285,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.5714285714285714,0.5,0,0.15445228124311222,1,0.5,1,0.6666666666666667,0,1,0,0.30357142857142855,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.14285714285714285,1,0,0.04887590919109544,0.5,0.5,1,0.6666666666666667,0,1,0,0.44642857142857145,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.5,0.1,0.13241128499008153,0,0.25,1,0.3333333333333333,0,0,1,0.17857142857142855,1,0.5,0,1,1,1,1,1
0,0.14285714285714285,0.75,0,0.058849459995591796,0,0.5,1,0.6666666666666667,0,0.3333333333333333,0,0.42857142857142855,1,0.5,0.3333333333333333,0.3333333333333333,0,0,1,1
1,0.03571428571428571,1,0.30000000000000004,0.05295349349790611,0.25,0.5,0,0.3333333333333333,0,0,0.3333333333333333,0.14285714285714285,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.3571428571428571,0.5,0.30000000000000004,0.11064580119021379,0,0.75,1,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.16071428571428575,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.75,0,0.0967599735508045,0,1,1,0.6666666666666667,0,1,1,0.7321428571428572,1,1,0.3333333333333333,0.6666666666666667,1,1,1,1
0.3333333333333333,0.3035714285714286,1,0.2,0.13604804937183163,0.75,0.75,0.6666666666666667,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.23214285714285715,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.5714285714285714,0.5,0.30000000000000004,0.11147233854970244,0.5,1,1,0.6666666666666667,0,1,0.6666666666666667,0.35714285714285715,1,0.5,0,0.6666666666666667,1,0,1,1
0.6666666666666667,0.14285714285714285,0.5,0.30000000000000004,0.1720850782455367,1,1,0.3333333333333333,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.32142857142857145,1,0.5,0,1,1,0,1,1
0.3333333333333333,0.08928571428571427,0.5,0.2,0.09664976856953934,1,0.75,0.3333333333333333,0.6666666666666667,0,0,0.6666666666666667,0.0892857142857143,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3035714285714286,1,0.1,0.1652523694070972,0,1,0,0.6666666666666667,0,1,0.6666666666666667,0.30357142857142855,1,0.5,0,1,1,1,1,1
1,0.3571428571428571,1,0,0.09169054441260745,0.75,1,1,0.6666666666666667,0,1,0,0.7321428571428572,1,0.5,0,0.6666666666666667,1,1,1,1
0,0.3035714285714286,1,0,0.07306590257879657,0,1,1,1,0,0.6666666666666667,0.6666666666666667,0.19642857142857145,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.19642857142857142,0.5,0.30000000000000004,0.09383954154727794,1,1,1,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.28571428571428575,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.3571428571428571,1,0,0.09620894864447874,0,0.5,1,0.3333333333333333,0,1,0.6666666666666667,0.32142857142857145,1,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.24999999999999997,0.5,0,0.3080229226361032,0.25,0.5,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.19642857142857145,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
0.6666666666666667,0.19642857142857142,1,0.1,0.11483359047828963,0.5,0.5,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.30357142857142855,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.19642857142857142,1,0.2,0.06854749834692528,1,1,1,0.6666666666666667,0,1,0.3333333333333333,0.7857142857142858,1,0.5,0,0.6666666666666667,1,0,1,1
0,0.14285714285714285,0.5,0,0.18597090588494603,0.75,0.5,0,0.6666666666666667,0,0.6666666666666667,0.3333333333333333,0.21428571428571425,1,0.5,0,0.6666666666666667,0,0,1,1
1,0.3571428571428571,1,0.1,0.11406215560943354,0,0.75,1,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.28571428571428575,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
0,0.03571428571428571,1,0,0.02148997134670487,0.75,0.75,0.6666666666666667,0.3333333333333333,0,1,0,0.35714285714285715,1,0.5,0.3333333333333333,0.3333333333333333,1,1,1,1
0.3333333333333333,0.3571428571428571,0.75,0,0.09306810667842187,1,0.5,1,0.3333333333333333,0,1,0.6666666666666667,0.41071428571428575,1,0,0.3333333333333333,0.6666666666666667,1,1,1,1
0.3333333333333333,0.14285714285714285,1,0,0.09472118139739917,0.25,0.25,1,0.6666666666666667,0,0,0.6666666666666667,0.14285714285714285,1,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.4642857142857143,0.5,0.30000000000000004,0.14960326206744545,1,1,0.3333333333333333,0.3333333333333333,0,1,0.6666666666666667,0.10714285714285715,1,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.4642857142857143,0,0.9,0.21737932554551465,0,0.5,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666667,0.16071428571428575,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
0,0.08928571428571427,0.5,0.30000000000000004,0.05995150980824333,0,0.75,0.6666666666666667,0.6666666666666667,0,1,0,0.7142857142857144,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.4107142857142857,1,0.2,0.2341855851884505,0.75,0.25,1,0.6666666666666667,0,0.3333333333333333,0,0.23214285714285715,0.5,0.5,0.3333333333333333,0.3333333333333333,0,1,1,1
0.3333333333333333,0.14285714285714285,1,0.30000000000000004,0.18167291161560506,0,0.5,0,0.3333333333333333,0,0,0,0.07142857142857145,1,0.5,0,0.3333333333333333,1,0,1,1
0,0.08928571428571427,0.5,0.2,0.10249063257659247,0,0.5,0.6666666666666667,0.6666666666666667,0,0.3333333333333333,0,0.10714285714285715,1,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.6785714285714286,1,0.9,0.3128719418117699,0,0.75,0.3333333333333333,0.3333333333333333,0,0,0,0.39285714285714285,0,0.5,0.3333333333333333,0.3333333333333333,1,0,1,1
0.3333333333333333,0.3571428571428571,0.75,0.9,0.2444346484461098,1,0.5,1,0.6666666666666667,0,0.3333333333333333,0.3333333333333333,0.26785714285714285,0,0.5,0.3333333333333333,1,1,1,1,1
0.3333333333333333,0.5714285714285714,0.75,0,0.3943134229667181,0,0.5,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.625,1,0,0,0.6666666666666667,1,0,1,1
1,0.3571428571428571,1,0.30000000000000004,0.08678642274630814,0,0.75,1,1,1,0.3333333333333333,0.6666666666666667,0.25000000000000006,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.5,0,0.061549482036588055,0,0.5,0.3333333333333333,0.6666666666666667,1,0.3333333333333333,0,0.21428571428571425,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.14285714285714285,1,0.9,0.06259642935860701,0,0.5,1,0.3333333333333333,1,0.3333333333333333,0,0.17857142857142855,1,0.5,0.3333333333333333,1,1,1,1,1
1,0.3571428571428571,0.5,0.30000000000000004,0.06926383072514877,0,0.25,1,0.3333333333333333,0,0.6666666666666667,0.6666666666666667,0.33928571428571425,0.5,0.5,0,0.6666666666666667,1,1,1,1
1,0.14285714285714285,1,0.6000000000000001,0.09565792373815296,1,0.75,1,0.3333333333333333,0,0.3333333333333333,0.6666666666666667,0.75,1,0.5,0,0.6666666666666667,1,0,1,1
0,0.03571428571428571,0.5,0.2,0.008375578576151642,0,1,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0.5357142857142858,0,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.14285714285714285,1,0,0.1151642054220851,0.5,0.75,0.6666666666666667,0,0,0.6666666666666667,0.6666666666666667,0.30357142857142855,1,0.5,0,1,1,1,1,1
1,0.14285714285714285,0.5,0.2,0.026834912938064802,0,0.5,1,0.3333333333333333,0,0,0,0.125,1,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.3035714285714286,0.5,0.2,0.20387921534053338,1,0.75,0.3333333333333333,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.28571428571428575,1,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.24999999999999997,0.5,0,0.32973330394533834,0,0.75,0.6666666666666667,0.6666666666666667,0,0.6666666666666667,0,0.16071428571428575,1,0,0,0.3333333333333333,1,0,1,1
0.3333333333333333,0.08928571428571427,1,0.2,0.09053339210932335,0,0.75,1,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.28571428571428575,1,0,0,0.6666666666666667,1,1,1,1
1,0.08928571428571427,1,0.6000000000000001,0.03636764381750055,0.5,1,1,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.5892857142857142,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
0.3333333333333333,0.5714285714285714,0.5,0.30000000000000004,0.24900815516861363,0,0.25,1,0.3333333333333333,0,0,1,0.19642857142857145,1,0.5,0,1,1,1,1,1
1,0.5714285714285714,1,0.1,0.30670046286092134,0,1,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0.3333333333333333,0.28571428571428575,1,0.5,0.3333333333333333,0.6666666666666667,0,1,1,1
0.3333333333333333,0.03571428571428571,0.5,0.30000000000000004,0.09846815076041437,0,0.25,1,1,0,0.6666666666666667,0.6666666666666667,0.19642857142857145,1,0,0,1,1,1,1,1
1,0.3571428571428571,1,0.30000000000000004,0.26597972228344724,0,0.25,0.6666666666666667,1,0,0.6666666666666667,1,0.49999999999999994,1,1,0.6666666666666667,0.6666666666666667,1,1,1,1
1,0.19642857142857142,0.5,0.4,0.032951289398280806,1,0.25,1,0.3333333333333333,0,0,0,0.0892857142857143,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.03571428571428571,0.5,0.2,0.14888692968922196,0.5,0.5,0,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.23214285714285715,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,1,0.30000000000000004,0.14304606568216882,0.25,1,0.6666666666666667,0.6666666666666667,0,1,0,0.30357142857142855,1,0.5,0,0.6666666666666667,0,1,1,1
0.6666666666666667,0.3571428571428571,0.5,0.2,0.0908640070531188,0,0.5,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0,0.125,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.24999999999999997,0.5,0.2,0.123374476526339,0,0.5,0.6666666666666667,0.6666666666666667,0,1,0,0.42857142857142855,1,0.5,0,0.6666666666666667,1,1,1,1
0.6666666666666667,0.03571428571428571,0.5,0.2,0.10138858276394093,0,0.5,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0,0.39285714285714285,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.24999999999999997,0.5,0.30000000000000004,0.06485563147454265,0,0.25,0.6666666666666667,0.3333333333333333,0,0,0,0.125,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.10714285714285712,0.5,0,0.05995150980824333,0,0.5,0.3333333333333333,0.3333333333333333,0,1,0.6666666666666667,0.8035714285714286,1,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.14285714285714285,0.5,0,0.05741679523914481,0.75,1,1,0.6666666666666667,0,1,0,0.625,1,0.5,0,0.6666666666666667,1,1,1,1
0,0.3571428571428571,0.25,0,0.11290500330614943,0.25,0.75,0.3333333333333333,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.23214285714285715,0,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.03571428571428571,1,0.8,0.03614723385497025,1,0.75,0,0.3333333333333333,0,0.6666666666666667,0.3333333333333333,0.35714285714285715,1,0.5,0.3333333333333333,0.3333333333333333,1,0,1,1
0.6666666666666667,0.3571428571428571,1,0.30000000000000004,0.15825435309676,1,0.5,0.6666666666666667,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.5714285714285714,0.5,0.30000000000000004,0.19610976416134007,1,1,0.3333333333333333,0.3333333333333333,0,1,0,0.46428571428571425,1,0.5,0,0.3333333333333333,1,1,1,1
1,0.08928571428571427,1,0.2,0.11736830504738814,0,0,0.3333333333333333,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.21428571428571425,1,0.5,0,1,1,0,1,1
1,0.5714285714285714,0.5,0.30000000000000004,0.11670707515979724,1,0.5,1,0.3333333333333333,0,1,0.6666666666666667,0.10714285714285715,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.3035714285714286,0.5,0.1,0.12122547939166851,1,1,1,0.6666666666666667,0,1,0,0.48214285714285715,1,0.5,0,1,1,1,1,1
0,0.3571428571428571,0.5,0.1,0.1481154948203659,1,1,1,0.6666666666666667,0,1,1,0.5357142857142858,0,1,0,0.6666666666666667,0,1,1,1
1,0.14285714285714285,0.5,0.9,0.06975975314084197,0,0.75,0.3333333333333333,0.6666666666666667,0,1,0.6666666666666667,0.30357142857142855,1,0.5,0,0.6666666666666667,1,1,1,1
0.3333333333333333,0.3571428571428571,1,0.30000000000000004,0.08083535375798986,0,1,1,0.6666666666666667,0,0.3333333333333333,0.3333333333333333,0.5178571428571428,1,0.5,0.3333333333333333,0.3333333333333333,1,0,1,1
0.6666666666666667,0.14285714285714285,0.25,0.30000000000000004,0.007328631254132686,0.75,0.5,0.6666666666666667,0.3333333333333333,0,0.6666666666666667,0,0.41071428571428575,1,0,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.14285714285714285,0.5,0.30000000000000004,0.10441921974873265,0,0.25,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.6666666666666667,0.17857142857142855,0,0.5,0,0.6666666666666667,1,0,1,1
1,0.7857142857142857,1,0.1,0.47288957460877235,1,0.75,0.3333333333333333,0.6666666666666667,0,0,1,0.28571428571428575,1,1,0.3333333333333333,0.6666666666666667,1,1,1,1
0.3333333333333333,0.14285714285714285,0.5,0.30000000000000004,0.04860039673793255,0.5,0.5,0.6666666666666667,0,0,0,0.6666666666666667,0.125,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,1,0.30000000000000004,0.13268679744324446,0,0.5,1,0.6666666666666667,0,0.3333333333333333,0,0.28571428571428575,1,0.5,0.3333333333333333,0.3333333333333333,1,0,1,1
1,0.4642857142857143,1,0.30000000000000004,0.3128719418117699,0,0.75,0.6666666666666667,0.6666666666666667,0.5,0.3333333333333333,0.6666666666666667,0.33928571428571425,1,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.14285714285714285,1,0.2,0.18409742120343842,0,1,0,0.6666666666666667,0,1,0.6666666666666667,0.16071428571428575,1,0,0.6666666666666667,0.6666666666666667,1,1,1,1
1,0.14285714285714285,1,0.30000000000000004,0.05592902799206524,0,0.5,1,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.28571428571428575,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
0.6666666666666667,0.3571428571428571,1,0.9,0.055047388141944015,0.75,0.5,0.3333333333333333,0,0,1,0,0.30357142857142855,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.5,0.2,0.20365880537800307,0,0.75,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0.10714285714285715,1,0,0,0.6666666666666667,1,1,1,1
0.6666666666666667,0.19642857142857142,0.5,0.6000000000000001,0.006391888913378885,0,0.25,1,0.3333333333333333,0,1,0.3333333333333333,0.07142857142857145,1,0,0,0.6666666666666667,1,1,1,1
1,0.08928571428571427,1,0,0.10238042759532731,0,0.5,1,0.6666666666666667,0,1,0.6666666666666667,0.5178571428571428,1,0.5,0.6666666666666667,0.6666666666666667,1,1,1,1
1,0.4642857142857143,1,0.30000000000000004,0.3027881860260084,0,0.75,1,0.3333333333333333,0,0.3333333333333333,0.6666666666666667,0.10714285714285715,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.19642857142857142,1,0.2,0.13841745646903242,0,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,0.6666666666666667,0.0892857142857143,0,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.03571428571428571,1,0.30000000000000004,0.060943354639629715,0,0.5,0,0.3333333333333333,0,0,0.6666666666666667,0.16071428571428575,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
0,0.14285714285714285,0.5,0,0.05245757108221291,0,0.5,1,0.3333333333333333,0,0.3333333333333333,0,0.0892857142857143,1,0.5,0,0.3333333333333333,1,0,1,0
1,0.3571428571428571,0.5,0.30000000000000004,0.07031077804716773,0,0.75,0.6666666666666667,0.6666666666666667,0,0,0.6666666666666667,0.23214285714285715,0,0.5,0,0.6666666666666667,0,0,1,1
1,0.14285714285714285,0.5,0.30000000000000004,0.09295790169715672,0,0.75,1,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1,0,0.3333333333333333,1,0,1,1,1
1,0.3571428571428571,0.5,0.30000000000000004,0.16304826978179415,0.5,1,0.6666666666666667,0,0,0.3333333333333333,0.6666666666666667,0.30357142857142855,1,0.5,0,1,1,1,1,1
0.3333333333333333,0.14285714285714285,1,0.1,0.08419660568657704,0.25,0.25,0.6666666666666667,0.6666666666666667,0,1,0.3333333333333333,0.44642857142857145,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.7857142857142857,0.75,0.30000000000000004,0.6872933656601279,0.5,0.75,1,0.6666666666666667,0,0,0.6666666666666667,0.32142857142857145,1,0.5,0,1,1,1,1,1
1,0.24999999999999997,1,0,0.04292484020277717,0,0.25,1,0.3333333333333333,0,0,0.3333333333333333,0.19642857142857145,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
0,0.4642857142857143,0,0.9,0.42957901697156714,1,0.25,0.3333333333333333,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.10714285714285715,0,0.5,0.6666666666666667,0.6666666666666667,1,0,1,1
1,0.08928571428571427,0.5,0.9,0.06463522151201234,0,0.75,0.6666666666666667,0.3333333333333333,0,0.3333333333333333,0.6666666666666667,0.14285714285714285,1,0.5,0.3333333333333333,0.6666666666666667,1,0,1,1
1,0.5714285714285714,0.5,0.9,0.3011902137976637,0.25,0.75,0.3333333333333333,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1,0.5,0.3333333333333333,0.6666666666666667,1,1,1,1
1,0.14285714285714285,0.5,0,0.11648666519726693,1,1,1,0.6666666666666667,0,0.6666666666666667,0.6666666666666667,0.5535714285714286,1,0.5,0,0.6666666666666667,1,1,1,1
1,0.3571428571428571,0.5,0.30000000000000004,0.17379325545514657,0.5,1,0.6666666666666667,0.6666666666666667,0,0.3333333333333333,0.6666666666666667,0.21428571428571425,1,0.5,0,0.6666666666666667,0,1,1,1
0.3333333333333333,0.5714285714285714,0.5,0.6000000000000001,0.11003967379325545,0,0.75,0.6666666666666667,0.6666666666666667,0,0,0.6666666666666667,0.23214285714285715,1,0.5,0.3333333333333333,0.6666666666666667,0,0,1,1
0.6666666666666667,0.3035714285714286,0.5,0,0.14585629270443023,0.25,0.5,0,0.3333333333333333,0,0,0.6666666666666667,0.16071428571428575,0,0.5,0,1,1,1,1,1
0.3333333333333333,0.5714285714285714,0.5,0.6000000000000001,0.18927705532290062,1,0.5,0.3333333333333333,1,0,0.3333333333333333,0.6666666666666667,0.14285714285714285,1,0.5,0,0.6666666666666667,1,0,1,1
0.3333333333333333,0.7857142857142857,0.5,0,0.45244655058408645,1,0.75,0,0.3333333333333333,0,0.3333333333333333,0.6666666666666667,0.0892857142857143,1,0.5,0,0.6666666666666667,1,0,1,1
1,0.3571428571428571,0.5,0,0.10904782896186908,1,0.25,1,0.6666666666666667,0,0,0.3333333333333333,0.625,1,0.5,0,0.6666666666666667,1,0,1,1
